iri,iri label,stressor,stressor label
ECTO:0001792,,CHEBI:34292,"1,3-benzothiazole-2-thiol"
ECTO:0001793,,CHEBI:82244,Methazole
ECTO:0001794,,CHEBI:6842,methoxychlor
ECTO:0001795,,CHEBI:46790,2-methoxyethanol
ECTO:0001796,,CHEBI:82482,Methyl acrylate
ECTO:0001797,,CHEBI:27642,methyl tert-butyl ether
ECTO:0001798,,CHEBI:32506,"4,4'-diaminodiphenylmethane"
ECTO:0001799,,CHEBI:4918,O-methyleugenol
ECTO:0001800,,CHEBI:39282,iodomethane
ECTO:0001801,,CHEBI:82344,Methyl isobutyl ketone
ECTO:0001802,,CHEBI:59059,methyl isocyanate
ECTO:0001803,,CHEBI:78337,methyl isothiocyanate
ECTO:0001804,,CHEBI:15348,2-hydroxy-2-methylpropanenitrile
ECTO:0001805,,CHEBI:34840,methyl methacrylate
ECTO:0001806,,CHEBI:82492,N-Methylolacrylamide
ECTO:0001807,,CHEBI:50415,2-methylpyridine
ECTO:0001808,,CHEBI:81539,metiram
ECTO:0001809,,CHEBI:38725,mevinphos
ECTO:0001810,,CHEBI:6964,Molinate
ECTO:0001811,,CHEBI:30627,molybdenum trioxide
ECTO:0001812,,CHEBI:25434,bis(2-chloroethyl) sulfide
ECTO:0001813,,CHEBI:81934,nabam
ECTO:0001814,,CHEBI:38729,naled
ECTO:0001815,,CHEBI:50450,1-naphthylamine
ECTO:0001816,,CHEBI:27878,2-naphthylamine
ECTO:0001817,,CHEBI:28112,nickel atom
ECTO:0001818,,CHEBI:81935,Nitrapyrin
ECTO:0001819,,CHEBI:48107,nitric acid
ECTO:0001820,,CHEBI:44557,nitrilotriacetic acid
ECTO:0001821,,CHEBI:17064,4-nitroaniline
ECTO:0001822,,CHEBI:48722,2-nitroanisole
ECTO:0001823,,CHEBI:48977,2-methoxy-5-nitroaniline
ECTO:0001824,,CHEBI:82504,4-Nitrobiphenyl
ECTO:0001825,,CHEBI:7590,Nitrofen
ECTO:0001826,,CHEBI:47553,2-chloroethyl group
ECTO:0001827,,CHEBI:77701,nitromethane
ECTO:0001828,,CHEBI:16260,2-nitrophenol
ECTO:0001829,,CHEBI:16836,4-nitrophenol
ECTO:0001830,,CHEBI:16037,2-nitropropane
ECTO:0001831,,CHEBI:82356,N-Nitrosodi-n-butylamine
ECTO:0001832,,CHEBI:34873,N-nitrosodiethylamine
ECTO:0001833,,CHEBI:35807,N-nitrosodimethylamine
ECTO:0001834,,CHEBI:34875,N-Nitrosodiphenylamine
ECTO:0001835,,CHEBI:82358,N-Nitrosodi-n-propylamine
ECTO:0001836,,CHEBI:50102,N-methyl-N-nitrosourea
ECTO:0001837,,CHEBI:82361,N-Nitrosomethylvinylamine
ECTO:0001838,,CHEBI:76326,N-nitrosomorpholine
ECTO:0001839,,CHEBI:66891,5-nitro-o-toluidine
ECTO:0001840,,CHEBI:50842,norflurazon
ECTO:0001841,,CHEBI:81542,Octachlorostyrene
ECTO:0001842,,CHEBI:73163,oryzalin
ECTO:0001843,,CHEBI:88215,osmium tetroxide
ECTO:0001844,,CHEBI:38735,oxydemeton-methyl
ECTO:0001845,,CHEBI:82029,Oxyfluorfen
ECTO:0001846,,CHEBI:27909,paraldehyde
ECTO:0001847,,CHEBI:28786,paraquat dichloride
ECTO:0001848,,CHEBI:61595,p-nitrophenyl group
ECTO:0001849,,CHEBI:81939,Pebulate
ECTO:0001850,,CHEBI:32881,pentan-3-yl group
ECTO:0001851,,CHEBI:76287,pentachloroethane
ECTO:0001852,,CHEBI:17642,pentachlorophenol
ECTO:0001853,,CHEBI:7984,Pentobarbital sodium
ECTO:0001854,,CHEBI:34911,permethrin
ECTO:0001855,,CHEBI:15882,phenol
ECTO:0001856,,CHEBI:34914,phenolphthalein
ECTO:0001857,,CHEBI:34916,phenothrin
ECTO:0001858,,CHEBI:34043,"1,2-phenylenediamine"
ECTO:0001859,,CHEBI:8092,"1,3-phenylenediamine"
ECTO:0001860,,CHEBI:51403,"1,4-phenylenediamine"
ECTO:0001861,,CHEBI:8107,phenytoin
ECTO:0001862,,CHEBI:29365,phosgene
ECTO:0001863,,CHEBI:35883,phosphine
ECTO:0001864,,CHEBI:26082,phosphorus molecular entity
ECTO:0001865,,CHEBI:36605,phthalic anhydride
ECTO:0001866,,CHEBI:34922,Picloram
ECTO:0001867,,CHEBI:46149,picric acid
ECTO:0001868,,CHEBI:32687,piperonyl butoxide
ECTO:0001869,,CHEBI:38211,potassium bromate
ECTO:0001870,,CHEBI:38845,profenofos
ECTO:0001871,,CHEBI:30353,isopropyl group
ECTO:0001872,,CHEBI:34935,Pronamide
ECTO:0001874,,CHEBI:39300,propargite
ECTO:0001875,,CHEBI:28905,prop-2-yn-1-ol
ECTO:0001876,,CHEBI:38864,propetamphos
ECTO:0001877,,CHEBI:49073,beta-propiolactone
ECTO:0001878,,CHEBI:17153,propanal
ECTO:0001879,,CHEBI:34938,propoxur
ECTO:0001880,,CHEBI:16052,propene
ECTO:0001881,,CHEBI:82340,2-Methylaziridine
ECTO:0001882,,CHEBI:38685,"1,2-epoxypropane"
ECTO:0001883,,CHEBI:17362,quinoline
ECTO:0001884,,CHEBI:36141,quinone
ECTO:0001885,,CHEBI:34908,pentachloronitrobenzene
ECTO:0001886,,CHEBI:81807,Quizalofop-ethyl
ECTO:0001887,,CHEBI:8811,resmethrin
ECTO:0001888,,CHEBI:8994,safrole
ECTO:0001889,,CHEBI:81815,Sethoxydim
ECTO:0001890,,CHEBI:30512,silver atom
ECTO:0001891,,CHEBI:278547,sodium azide
ECTO:0001892,,CHEBI:38699,sodium fluoroacetate
ECTO:0001893,,CHEBI:78870,sodium nitrite
ECTO:0001894,,CHEBI:17907,styrene oxide
ECTO:0001895,,CHEBI:26836,sulfuric acid
ECTO:0001896,,CHEBI:39287,sulfuryl difluoride
ECTO:0001897,,CHEBI:38949,sulprofos
ECTO:0001898,,CHEBI:30355,tert-butyl group
ECTO:0001899,,CHEBI:38954,temephos
ECTO:0001900,,CHEBI:9447,Terbacil
ECTO:0001901,,CHEBI:33217,"3,3',5,5'-tetrabromobisphenol A"
ECTO:0001902,,CHEBI:34024,"1,1,1,2-tetrachloroethane"
ECTO:0001903,,CHEBI:35005,tetrachlorvinphos
ECTO:0001904,,CHEBI:35006,Tetracycline hydrochloride
ECTO:0001905,,CHEBI:38866,tetrafluoroethene
ECTO:0001906,,CHEBI:82372,Tetranitromethane
ECTO:0001907,,CHEBI:39397,tetramethrin
ECTO:0001908,,CHEBI:32497,thioacetamide
ECTO:0001909,,CHEBI:35011,Thiobencarb
ECTO:0001910,,CHEBI:82374,"4,4'-Thiodianiline"
ECTO:0001911,,CHEBI:38548,thiodicarb
ECTO:0001912,,CHEBI:36946,thiourea
ECTO:0001913,,CHEBI:9495,thiram
ECTO:0001914,,CHEBI:37339,thorium dioxide
ECTO:0001915,,CHEBI:53555,toluene meta-diisocyanate
ECTO:0001916,,CHEBI:66892,o-toluidine
ECTO:0001917,,CHEBI:9665,triadimefon
ECTO:0001918,,CHEBI:81978,Tri-allate
ECTO:0001919,,CHEBI:27090,triaziquone
ECTO:0001920,,CHEBI:9678,tribenuron methyl
ECTO:0001921,,CHEBI:38737,tribufos
ECTO:0001922,,CHEBI:6908,trichlorfon
ECTO:0001923,,CHEBI:28222,"1,2,4-trichlorobenzene"
ECTO:0001924,,CHEBI:28520,"2,4,5-trichlorophenol"
ECTO:0001925,,CHEBI:28755,"2,4,6-trichlorophenol"
ECTO:0001926,,CHEBI:34036,"1,2,3-Trichloropropane"
ECTO:0001927,,CHEBI:35026,triethylamine
ECTO:0001928,,CHEBI:9715,triforine
ECTO:0001929,,CHEBI:34039,"1,2,4-trimethylbenzene"
ECTO:0001930,,CHEBI:38893,"2,3,5-trimethylphenyl methylcarbamate"
ECTO:0001931,,CHEBI:35036,fentin chloride
ECTO:0001932,,CHEBI:30473,fentin hydroxide
ECTO:0001933,,CHEBI:82282,"Tris(2,3-dibromopropyl) phosphate"
ECTO:0001934,,CHEBI:78897,trypan blue
ECTO:0001935,,CHEBI:17967,urethane
ECTO:0001936,,CHEBI:27275,vanadium molecular entity
ECTO:0001937,,CHEBI:9986,vinclozolin
ECTO:0001938,,CHEBI:46916,vinyl acetate
ECTO:0001939,,CHEBI:51311,bromoethene
ECTO:0001940,,CHEBI:28509,chloroethene
ECTO:0001941,,CHEBI:51314,fluoroethene
ECTO:0001942,,CHEBI:28488,m-xylene
ECTO:0001943,,CHEBI:28738,"2,6-dimethylaniline"
ECTO:0001944,,CHEBI:27363,zinc atom
ECTO:0001945,,CHEBI:52498,zineb
ECTO:0001946,,CHEBI:23150,chlorophenol
ECTO:0001947,,CHEBI:53213,diisocyanate
ECTO:0001948,,CHEBI:33748,nickel molecular entity
ECTO:0001949,,CHEBI:33964,silver molecular entity
ECTO:0001950,,CHEBI:37110,thallium molecular entity
ECTO:0001953,,CHEBI:27560,boron atom
ECTO:0001954,,CHEBI:24859,iodine atom
ECTO:0001955,,CHEBI:18019,L-lysine
ECTO:0001957,,CHEBI:29865,benzo[a]pyrene
ECTO:0001959,,CHEBI:34066,"1,6-Dinitropyrene"
ECTO:0001960,,CHEBI:34069,"1,8-Dinitropyrene"
ECTO:0001961,,CHEBI:82342,5-Methylchrysene
ECTO:0001962,,CHEBI:82351,6-Nitrochrysene
ECTO:0001963,,CHEBI:34107,1-nitropyrene
ECTO:0001964,,CHEBI:82355,4-Nitropyrene
ECTO:0001965,,CHEBI:82451,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate"
ECTO:0001966,,CHEBI:53578,hexamethylene diisocyanate
ECTO:0001967,,CHEBI:53214,isophorone diisocyanate
ECTO:0001968,,CHEBI:82496,"1,5-Naphthalene diisocyanate"
ECTO:0001969,,CHEBI:81502,"1,2,3,4,7,8-Hexachlorodibenzodioxin"
ECTO:0001970,,CHEBI:81503,"1,2,3,6,7,8-Hexachlorodibenzodioxin"
ECTO:0001971,,CHEBI:81505,"1,2,3,4,6,7,8-Heptachlorodibenzodioxin"
ECTO:0001972,,CHEBI:81506,"2,3,7,8-Tetrachlorodibenzofuran"
ECTO:0001973,,CHEBI:81513,"1,2,3,4,6,7,8-Heptachlorodibenzofuran"
ECTO:0001976,,CHEBI:15440,squalene
ECTO:0001977,,CHEBI:15443,inulin
ECTO:0001978,,CHEBI:15734,primary alcohol
ECTO:0001979,,CHEBI:15948,lycopene
ECTO:0001980,,CHEBI:16243,quercetin
ECTO:0001981,,CHEBI:17241,1H-pyrazole
ECTO:0001982,,CHEBI:17963,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine"
ECTO:0001983,,CHEBI:18154,polysaccharide
ECTO:0001984,,CHEBI:21759,N-methyl-N'-nitro-N-nitrosoguanidine
ECTO:0001985,,CHEBI:22470,alpha-tocopherol
ECTO:0001986,,CHEBI:23995,N-ethyl-N-nitrosourea
ECTO:0001987,,CHEBI:254496,"7,12-dimethyltetraphene"
ECTO:0001988,,CHEBI:2567,alendronic acid
ECTO:0001989,,CHEBI:26020,phosphate
ECTO:0001990,,CHEBI:26537,retinoid
ECTO:0001991,,CHEBI:26710,sodium chloride
ECTO:0001992,,CHEBI:29007,ceftriaxone
ECTO:0001993,,CHEBI:29321,sodium nitroprusside
ECTO:0001994,,CHEBI:32588,potassium chloride
ECTO:0001995,,CHEBI:33371,technetium-99
ECTO:0001996,,CHEBI:3380,captopril
ECTO:0001997,,CHEBI:33853,phenols
ECTO:0001998,,CHEBI:3435,carrageenan
ECTO:0001999,,CHEBI:34432,4-octylphenol
ECTO:0002000,,CHEBI:347401,pentolinium ion
ECTO:0002001,,CHEBI:34956,ruthenium red
ECTO:0002002,,CHEBI:35341,steroid
ECTO:0002003,,CHEBI:35358,sulfonamide
ECTO:0002004,,CHEBI:41039,benfotiamine
ECTO:0002005,,CHEBI:41922,diethylstilbestrol
ECTO:0002006,,CHEBI:44932,acepromazine
ECTO:0002007,,CHEBI:46932,dihydrocapsaicin
ECTO:0002008,,CHEBI:472552,5-bromo-2'-deoxyuridine
ECTO:0002009,,CHEBI:48430,4-methyl-2-oxopentanoic acid
ECTO:0002010,,CHEBI:48432,angiotensin II
ECTO:0002011,,CHEBI:48607,lithium chloride
ECTO:0002013,,CHEBI:50202,naringenin
ECTO:0002014,,CHEBI:51050,titanium dioxide nanoparticle
ECTO:0002015,,CHEBI:53181,pristane
ECTO:0002016,,CHEBI:5441,glyburide
ECTO:0002017,,CHEBI:55326,pentolinium tartrate
ECTO:0002018,,CHEBI:5557,guanethidine
ECTO:0002019,,CHEBI:6067,isotretinoin
ECTO:0002020,,CHEBI:64317,isoprenaline
ECTO:0002021,,CHEBI:6541,losartan
ECTO:0002022,,CHEBI:6804,methacholine
ECTO:0002023,,CHEBI:6872,methylene blue
ECTO:0002024,,CHEBI:73755,"1,2-dimethylhydrazine"
ECTO:0002025,,CHEBI:75095,chrysin
ECTO:0002026,,CHEBI:76329,3-methyl-4'-dimethylaminoazobenzene
ECTO:0002028,,CHEBI:78741,oxidopamine
ECTO:0002029,,CHEBI:8093,phenylephrine
ECTO:0002030,,CHEBI:9288,streptozocin
ECTO:0002031,,CHEBI:9729,trimethaphan camsylate
ECTO:0002051,,CHEBI:27808,heroin
ECTO:0002059,,CHEBI:164200,triclosan
ECTO:0002060,,CHEBI:25717,organotin compound
ECTO:0002061,,CHEBI:39292,organotin acaricide
ECTO:0002063,,CHEBI:15366,acetic acid
ECTO:0002064,,CHEBI:36610,acetic anhydride
ECTO:0002065,,CHEBI:15347,acetone
ECTO:0002068,,CHEBI:27518,acetylene
ECTO:0002069,,CHEBI:15365,acetylsalicylic acid
ECTO:0002074,,CHEBI:31206,ammonium chloride
ECTO:0002077,,CHEBI:47217,arsane
ECTO:0002078,,CHEBI:48498,thiophenol
ECTO:0002080,,CHEBI:30163,diboron trioxide
ECTO:0002083,,CHEBI:37808,butane
ECTO:0002084,,CHEBI:28398,butan-2-one
ECTO:0002085,,CHEBI:31328,butyl acetate
ECTO:0002089,,CHEBI:43799,butan-1-amine
ECTO:0002090,,CHEBI:51937,butyronitrile
ECTO:0002091,,CHEBI:3311,calcium carbonate
ECTO:0002092,,CHEBI:31341,calcium dihydroxide
ECTO:0002093,,CHEBI:31346,calcium sulfate
ECTO:0002094,,CHEBI:36773,camphor
ECTO:0002095,,CHEBI:28579,epsilon-caprolactam
ECTO:0002096,,CHEBI:81938,captafol
ECTO:0002100,,CHEBI:47875,tetrabromomethane
ECTO:0002101,,CHEBI:33988,caesium hydroxide
ECTO:0002102,,CHEBI:29415,dioxidochlorine(.)
ECTO:0002103,,CHEBI:30123,trifluorochlorine
ECTO:0002104,,CHEBI:17194,bromochloromethane
ECTO:0002108,,CHEBI:33143,chromic acid
ECTO:0002109,,CHEBI:48242,dichromium trioxide
ECTO:0002110,,CHEBI:33038,chromyl dichloride
ECTO:0002113,,CHEBI:34656,cumene
ECTO:0002114,,CHEBI:16698,cyanamide
ECTO:0002115,,CHEBI:29308,oxalonitrile
ECTO:0002118,,CHEBI:17854,cyclohexanone
ECTO:0002119,,CHEBI:36404,cyclohexene
ECTO:0002120,,CHEBI:15773,cyclohexylamine
ECTO:0002121,,CHEBI:24556,"1,3,5-trinitro-1,3,5-triazinane"
ECTO:0002122,,CHEBI:30664,cyclopentadiene
ECTO:0002123,,CHEBI:23492,cyclopentane
ECTO:0002124,,CHEBI:55381,diacetone alcohol
ECTO:0002127,,CHEBI:33590,diborane(6)
ECTO:0002130,,CHEBI:30672,ferrocene
ECTO:0002131,,CHEBI:34696,dieldrin
ECTO:0002133,,CHEBI:52153,2-diethylaminoethanol
ECTO:0002134,,CHEBI:30629,diethylenetriamine
ECTO:0002135,,CHEBI:34698,diethyl phthalate
ECTO:0002139,,CHEBI:4659,disulfiram
ECTO:0002140,,CHEBI:38661,disulfoton
ECTO:0002141,,CHEBI:34247,"2,6-di-tert-butyl-4-methylphenol"
ECTO:0002144,,CHEBI:4792,enflurane
ECTO:0002145,,CHEBI:16000,ethanolamine
ECTO:0002148,,CHEBI:27750,ethyl acetate
ECTO:0002149,,CHEBI:15862,ethylamine
ECTO:0002151,,CHEBI:28200,2-chloroethanol
ECTO:0002152,,CHEBI:30347,ethylenediamine
ECTO:0002155,,CHEBI:35702,diethyl ether
ECTO:0002156,,CHEBI:52342,ethyl formate
ECTO:0002157,,CHEBI:38680,fenamiphos
ECTO:0002160,,CHEBI:48431,formimidic acid
ECTO:0002161,,CHEBI:207496,furfuryl alcohol
ECTO:0002162,,CHEBI:30443,germane
ECTO:0002163,,CHEBI:17522,alditol
ECTO:0002164,,CHEBI:5615,halothane
ECTO:0002166,,CHEBI:43098,heptane
ECTO:0002167,,CHEBI:39429,hexafluoroacetone
ECTO:0002171,,CHEBI:47266,hydrogen bromide
ECTO:0002176,,CHEBI:41921,1H-indene
ECTO:0002177,,CHEBI:37758,iodoform
ECTO:0002178,,CHEBI:50819,ferric oxide
ECTO:0002180,,CHEBI:75832,iron(2+) sulfate (anhydrous)
ECTO:0002181,,CHEBI:31725,isoamyl acetate
ECTO:0002182,,CHEBI:15837,isoamylol
ECTO:0002183,,CHEBI:30363,isobutane
ECTO:0002184,,CHEBI:50569,isobutyl acetate
ECTO:0002187,,CHEBI:15739,isopropylamine
ECTO:0002189,,CHEBI:31794,magnesium oxide
ECTO:0002192,,CHEBI:566274,malonaldehyde
ECTO:0002196,,CHEBI:6843,methoxyflurane
ECTO:0002197,,CHEBI:77700,methyl acetate
ECTO:0002198,,CHEBI:48341,dimethoxymethane
ECTO:0002199,,CHEBI:5672,heptan-2-one
ECTO:0002202,,CHEBI:53218,"diphenylmethane-4,4'-diisocyanate"
ECTO:0002203,,CHEBI:77699,methyl formate
ECTO:0002206,,CHEBI:16007,methanethiol
ECTO:0002208,,CHEBI:38728,monocrotophos
ECTO:0002209,,CHEBI:34856,morpholine
ECTO:0002211,,CHEBI:30372,tetracarbonylnickel
ECTO:0002214,,CHEBI:16268,nitroethane
ECTO:0002215,,CHEBI:30231,nitrogen trifluoride
ECTO:0002217,,CHEBI:39931,3-nitrotoluene
ECTO:0002218,,CHEBI:17045,dinitrogen oxide
ECTO:0002219,,CHEBI:17590,octane
ECTO:0002220,,CHEBI:16995,oxalic acid
ECTO:0002221,,CHEBI:30494,oxygen difluoride
ECTO:0002222,,CHEBI:27928,parathion
ECTO:0002225,,CHEBI:37830,pentane
ECTO:0002226,,CHEBI:16472,pentan-2-one
ECTO:0002228,,CHEBI:37931,10H-phenothiazine
ECTO:0002230,,CHEBI:38764,phorate
ECTO:0002232,,CHEBI:30278,phosphane
ECTO:0002233,,CHEBI:26078,phosphoric acid
ECTO:0002234,,CHEBI:30336,phosphoryl trichloride
ECTO:0002235,,CHEBI:30334,phosphorus trichloride
ECTO:0002238,,CHEBI:32035,potassium hydroxide
ECTO:0002239,,CHEBI:32879,propane
ECTO:0002240,,CHEBI:8473,propane-1-thiol
ECTO:0002243,,CHEBI:30768,propionic acid
ECTO:0002244,,CHEBI:26307,propionitrile
ECTO:0002247,,CHEBI:27810,resorcinol
ECTO:0002248,,CHEBI:29390,silicon carbide
ECTO:0002249,,CHEBI:29389,silane
ECTO:0002250,,CHEBI:39289,trisodium hexafluoroaluminate
ECTO:0002253,,CHEBI:30288,stibane
ECTO:0002254,,CHEBI:30496,sulfur hexafluoride
ECTO:0002255,,CHEBI:30495,sulfur tetrafluoride
ECTO:0002257,,CHEBI:27903,"(2,4,5-trichlorophenoxy)acetic acid"
ECTO:0002259,,CHEBI:52242,"1,4-diphenylbenzene"
ECTO:0002260,,CHEBI:30182,tetraethyllead
ECTO:0002261,,CHEBI:26911,oxolane
ECTO:0002262,,CHEBI:30065,thioglycolic acid
ECTO:0002263,,CHEBI:29290,thionyl dichloride
ECTO:0002264,,CHEBI:52991,tin dioxide
ECTO:0002265,,CHEBI:32234,titanium dioxide
ECTO:0002266,,CHEBI:35019,tributyl phosphate
ECTO:0002268,,CHEBI:18139,trimethylamine
ECTO:0002269,,CHEBI:34037,"1,2,3-trimethylbenzene"
ECTO:0002270,,CHEBI:34833,"1,3,5-trimethylbenzene"
ECTO:0002271,,CHEBI:35033,triphenyl phosphate
ECTO:0002272,,CHEBI:30045,divanadium pentaoxide
ECTO:0002274,,CHEBI:87732,4-hydroxy-3-(3-oxo-1-phenylbutyl)-1-benzopyran-2-one
ECTO:0002276,,CHEBI:49976,zinc dichloride
ECTO:0002277,,CHEBI:36560,zinc oxide
ECTO:0002278,,CHEBI:2953,azinphos-methyl
ECTO:0002279,,CHEBI:119915,fentanyl
ECTO:0002281,,CHEBI:75701,sarin
ECTO:0002282,,CHEBI:28973,strychnine
ECTO:0002289,,CHEBI:8852,Ricin
ECTO:0002290,,CHEBI:17747,bis(2-ethylhexyl) phthalate
ECTO:0002291,,CHEBI:18853,"1,1-dimethylhydrazine"
ECTO:0002292,,CHEBI:18918,"1,3-dichloropropene"
ECTO:0002293,,CHEBI:26709,sodium hydrogensulfite
ECTO:0002294,,CHEBI:28741,sodium fluoride
ECTO:0002295,,CHEBI:28925,mechlorethamine
ECTO:0002296,,CHEBI:29036,copper(2+)
ECTO:0002297,,CHEBI:32145,sodium hydroxide
ECTO:0002298,,CHEBI:53556,"toluene 2,4-diisocyanate"
ECTO:0002303,,CHEBI:25705,organochlorine insecticide
ECTO:0002304,,CHEBI:38656,organochlorine pesticide
ECTO:0002305,,CHEBI:134044,"1,4 dioxin"
ECTO:0002306,,CHEBI:134045,polychlorinated dibenzodioxines and related compounds
ECTO:0002307,,CHEBI:134049,polybromobiphenyl
ECTO:0002308,,CHEBI:134046,polychlorinated dibenzofuran
ECTO:0002309,,CHEBI:132932,disodium 5'-guanylate
ECTO:0002310,,CHEBI:134043,phenylureas
ECTO:0002311,,CHEBI:134024,chlorofluorocarbon
ECTO:0002312,,CHEBI:31575,ethylparaben
ECTO:0002313,,CHEBI:32063,propylparaben
ECTO:0002315,,CHEBI:33343,hafnium atom
ECTO:0002316,,CHEBI:81950,Ammonium sulfamate
ECTO:0002317,,CHEBI:87362,pentyl acetate
ECTO:0002318,,CHEBI:82256,ANTU
ECTO:0002319,,CHEBI:27563,arsenic atom
ECTO:0002320,,CHEBI:63317,barium chloride
ECTO:0002321,,CHEBI:63921,2-butoxyethanol
ECTO:0002322,,CHEBI:31344,calcium oxide
ECTO:0002323,,CHEBI:27871,chloroacetaldehyde
ECTO:0002324,,CHEBI:34624,Chloroacetyl chloride
ECTO:0002325,,CHEBI:75955,copper(II) oxide
ECTO:0002326,,CHEBI:82111,Crufomate
ECTO:0002327,,CHEBI:4503,Dichloroacetylene
ECTO:0002328,,CHEBI:34573,Bis(2-chloroethyl)ether
ECTO:0002329,,CHEBI:81859,Dalapon
ECTO:0002330,,CHEBI:38658,dicrotophos
ECTO:0002331,,CHEBI:85259,diethylamine
ECTO:0002332,,CHEBI:87755,pentan-3-one
ECTO:0002333,,CHEBI:89195,2-Methyl-4-heptanone
ECTO:0002334,,CHEBI:84254,"N,N-dimethylacetamide"
ECTO:0002335,,CHEBI:82280,Dimethylcarbamoyl chloride
ECTO:0002336,,CHEBI:81364,Dioxation
ECTO:0002337,,CHEBI:89484,4-Heptanone
ECTO:0002338,,CHEBI:64163,diquat
ECTO:0002339,,CHEBI:34733,EPN
ECTO:0002340,,CHEBI:50139,heptan-3-one
ECTO:0002341,,CHEBI:34750,Ethylenethiourea
ECTO:0002342,,CHEBI:34760,fensulfothion
ECTO:0002343,,CHEBI:38689,fonofos
ECTO:0002344,,CHEBI:16397,formamide
ECTO:0002345,,CHEBI:64276,glutaraldehyde
ECTO:0002346,,CHEBI:17754,glycerol
ECTO:0002347,,CHEBI:62995,"2-methylpentane-2,4-diol"
ECTO:0002348,,CHEBI:16503,selane
ECTO:0002349,,CHEBI:30430,indium atom
ECTO:0002350,,CHEBI:77517,3-methyl-2-butanol
ECTO:0002351,,CHEBI:34800,isophorone
ECTO:0002352,,CHEBI:89993,"4-Methyl-3-penten-2-one, 9CI"
ECTO:0002353,,CHEBI:25219,methacrylic acid
ECTO:0002354,,CHEBI:69441,p-methoxyphenol
ECTO:0002355,,CHEBI:28124,"4,4'-methylene-bis-(2-chloroaniline)"
ECTO:0002356,,CHEBI:53216,"dicyclohexylmethane-4,4'-diisocyanate"
ECTO:0002357,,CHEBI:88432,5-Methyl-2-hexanone
ECTO:0002358,,CHEBI:35060,alpha-Methylstyrene
ECTO:0002359,,CHEBI:15733,N-methylaniline
ECTO:0002360,,CHEBI:34399,4-Chloronitrobenzene
ECTO:0002361,,CHEBI:50637,2-nitronaphthalene
ECTO:0002362,,CHEBI:76261,1-nitropropane
ECTO:0002363,,CHEBI:35227,4-nitrotoluene
ECTO:0002364,,CHEBI:82367,Phenyl glycidyl ether
ECTO:0002365,,CHEBI:34877,N-Phenyl-2-naphthylamine
ECTO:0002366,,CHEBI:30335,phosphorus pentachloride
ECTO:0002367,,CHEBI:38218,isophthalonitrile
ECTO:0002368,,CHEBI:82261,Pindone
ECTO:0002369,,CHEBI:82370,"1,3-Propane sultone"
ECTO:0002370,,CHEBI:40116,propyl acetate
ECTO:0002371,,CHEBI:33359,rhodium atom
ECTO:0002372,,CHEBI:82125,Fenchlorphos
ECTO:0002373,,CHEBI:30434,selenium hexafluoride
ECTO:0002374,,CHEBI:33348,tantalum atom
ECTO:0002375,,CHEBI:38945,sulfotep
ECTO:0002376,,CHEBI:30469,tellurium hexafluoride
ECTO:0002377,,CHEBI:82149,TEPP
ECTO:0002378,,CHEBI:30183,tetramethyllead
ECTO:0002379,,CHEBI:71240,sodium diphosphate
ECTO:0002380,,CHEBI:28950,N-methyl-N-picrylnitramine
ECTO:0002381,,CHEBI:37825,p-toluidine
ECTO:0002382,,CHEBI:30956,trichloroacetic acid
ECTO:0002383,,CHEBI:46053,"2,4,6-trinitrotoluene"
ECTO:0002384,,CHEBI:84069,pentanal
ECTO:0002385,,CHEBI:59001,4-vinylcyclohexene dioxide
ECTO:0002386,,CHEBI:82550,Vinylidene fluoride
ECTO:0002387,,CHEBI:33342,zirconium atom
ECTO:0002388,,CHEBI:9195,Soman
ECTO:0002404,exposure to polybromodiphenyl ether,CHEBI:134094,polybromodiphenyl ether
ECTO:0002405,exposure to perfluorinated compound,CHEBI:134091,perfluorinated compound
ECTO:0002406,exposure to volatile organic compound,CHEBI:134179,volatile organic compound
ECTO:0002407,exposure to perfluorobutanesulfonic acid,CHEBI:132446,perfluorobutanesulfonic acid
ECTO:0002408,exposure to perfluorohexanesulfonic acid,CHEBI:132448,perfluorohexanesulfonic acid
ECTO:0002409,exposure to arsenocholine,CHEBI:134092,arsenocholine
ECTO:0002411,exposure to polychlorinated dibenzodioxine,CHEBI:36682,polychlorinated dibenzodioxine
ECTO:0002412,"exposure to 1,3-dichloropropane",CHEBI:137978,"1,3-dichloropropane"
ECTO:0002414,exposure to inorganic acid,CHEBI:138103,inorganic acid
ECTO:0002415,exposure to gas molecular entity,CHEBI:138675,gas molecular entity
ECTO:0002416,"exposure to 2-bromophenyl 2,4-dibromophenyl ether",CHEBI:138001,"2-bromophenyl 2,4-dibromophenyl ether"
ECTO:0002417,exposure to endocrine disruptor,CHEBI:138015,endocrine disruptor
ECTO:0002418,exposure to metalloid,CHEBI:137980,metalloid
ECTO:0002419,"exposure to 4-bromophenyl 2,4-dibromophenyl ether",CHEBI:138036,"4-bromophenyl 2,4-dibromophenyl ether"
ECTO:0002420,"exposure to 2,4-dibromophenyl 3,4-dibromophenyl ether",CHEBI:138038,"2,4-dibromophenyl 3,4-dibromophenyl ether"
ECTO:0002421,"exposure to 2,4-dibromophenyl 2,3,4-tribromophenyl ether",CHEBI:138064,"2,4-dibromophenyl 2,3,4-tribromophenyl ether"
