cause,causeLabel,exposure,exposureLabel,symptom,symptomLabel,route,routeLabel
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q693058,chest pain,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q775940,Diplopia,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q1641556,hypoesthesia,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q3503092,perspiration,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q5319561,Dysrhythmia,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q6658207,Liver injury,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q18343527,Gastrointestinal distress,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q21112283,respiratory irritation,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q21118175,restlessness,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q21402561,vascular collapse,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q21996367,productive cough,http://www.wikidata.org/entity/Q840343,inhalation
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q1350326,frostbite,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q207877,phosphine,http://www.wikidata.org/entity/Q21175052,phosphine exposure,http://www.wikidata.org/entity/Q1350326,frostbite,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q334599,Arsine,http://www.wikidata.org/entity/Q21167853,arsine exposure,http://www.wikidata.org/entity/Q1350326,frostbite,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10874,blindness,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q154430,anxiety,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q159557,coma,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q178061,circulatory shock,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q202837,cardiac arrest,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q275419,hypotension,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q557945,mental confusion,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q570920,Tachypnea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q897147,bradypnea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1123260,palpitation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1128283,Mydriasis,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1641075,Hyperpnea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2141836,chemical burn,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2673323,malaise,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q3774744,respiratory arrest,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q5319561,Dysrhythmia,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q6452285,ulcer,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q21119839,eye pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10874,blindness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q154430,anxiety,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q159557,coma,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q178061,circulatory shock,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q202837,cardiac arrest,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q275419,hypotension,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q557945,mental confusion,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q570920,Tachypnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q897147,bradypnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1123260,palpitation,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1128283,Mydriasis,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1641075,Hyperpnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2673323,malaise,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q3774744,respiratory arrest,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q5319561,Dysrhythmia,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q21112283,respiratory irritation,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10874,blindness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q77776,Irritation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q154430,anxiety,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q159557,coma,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q178061,circulatory shock,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q202837,cardiac arrest,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q557945,mental confusion,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q570920,Tachypnea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q897147,bradypnea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1123260,palpitation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1128283,Mydriasis,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1641075,Hyperpnea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2141836,chemical burn,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2673323,malaise,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q3774744,respiratory arrest,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q5319561,Dysrhythmia,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q6452285,ulcer,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q21112290,skin irritation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10874,blindness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q77776,Irritation,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q154430,anxiety,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q159557,coma,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q178061,circulatory shock,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q183425,abdominal pain,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q202837,cardiac arrest,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q275419,hypotension,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q557945,mental confusion,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q570920,Tachypnea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q897147,bradypnea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1123260,palpitation,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1128283,Mydriasis,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q1641075,Hyperpnea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q2673323,malaise,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q3774744,respiratory arrest,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q5319561,Dysrhythmia,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q192470,potassium cyanide,http://www.wikidata.org/entity/Q21175069,potassium cyanide exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q1663054,ingestion
